Date,Category,Sales,Price,Discount,TrendScore,Stock,Rating,MarketingBudget,Month,Quarter,DayOfWeek,Trend
2024-04-28,T-Shirt,188,1143,30,5.749097195995255,414,4.203927840988685,27164,4,2,6,0
2024-04-28,Sweater,61,1286,10,7.4359014515533,113,3.5800219954833468,99090,4,2,6,0
2024-04-28,Jacket,195,1328,10,1.990569557810037,174,3.7510355483551714,41182,4,2,6,0
2024-04-28,Pants,108,1006,0,1.6282058915316604,950,4.621691524639059,77518,4,2,6,0
2024-04-29,Dress,53,342,30,1.3810805089514546,853,4.501640887404729,64821,4,2,0,0
2024-04-29,T-Shirt,191,583,0,6.487276826373543,142,4.180368499884251,39087,4,2,0,0
2024-04-29,Sweater,167,681,20,6.751289430234287,189,4.102830799836095,24404,4,2,0,0
2024-04-29,Jacket,115,954,0,3.493112718933809,903,3.6178367463855907,29519,4,2,0,0
2024-04-29,Pants,157,1323,30,1.2856938883568976,395,3.8461919808897975,26119,4,2,0,0
2024-04-30,Dress,133,777,20,2.901086483256379,144,4.964280462482126,59199,4,2,1,0
2024-04-30,T-Shirt,137,1429,0,9.975141099132424,311,3.8243405136916695,87384,4,2,1,0
2024-04-30,Sweater,168,974,40,1.561546617384495,375,4.0212606236377715,10750,4,2,1,0
2024-04-30,Jacket,61,1094,0,8.672926791213735,449,3.959077195284182,39314,4,2,1,0
2024-04-30,Pants,147,1244,30,2.5130631555936627,862,4.203660816571368,37101,4,2,1,0
2024-05-01,Dress,298,713,40,5.768931349796736,904,4.638938760377711,84655,5,2,2,1
2024-05-01,T-Shirt,240,385,20,3.936285262370321,192,3.848758988311747,47043,5,2,2,1
2024-05-01,Sweater,187,188,30,4.1978777362649895,736,3.95371854375189,9131,5,2,2,0
2024-05-01,Jacket,150,1259,30,2.3222973122539368,265,4.796988382787211,82694,5,2,2,0
2024-05-01,Pants,169,939,10,8.463828107131835,110,4.345112546725781,15335,5,2,2,0
2024-05-02,Dress,178,1301,20,1.028268154433099,927,4.231751477816019,24520,5,2,3,0
2024-05-02,T-Shirt,240,255,40,4.76746547426497,876,3.786088981386342,75744,5,2,3,1
2024-05-02,Sweater,67,1121,0,8.759826762923698,370,3.5674421623873265,63870,5,2,3,0
2024-05-02,Jacket,62,998,0,9.463772865706723,317,3.792749775827976,59353,5,2,3,0
2024-05-02,Pants,126,350,30,5.3486277698230165,310,4.487123877123786,36480,5,2,3,0
2024-05-03,Dress,194,1061,30,4.745308308765461,323,3.6890030417959916,39700,5,2,4,0
2024-05-03,T-Shirt,318,1402,20,7.626158291204498,287,4.234436693075367,6630,5,2,4,1
2024-05-03,Sweater,103,1305,30,5.973960409990734,892,4.612403929177678,85357,5,2,4,0
2024-05-03,Jacket,169,369,40,3.5077875680353277,511,4.236147510068541,11901,5,2,4,0
2024-05-03,Pants,199,757,40,6.18952606416746,346,4.356890704905646,30805,5,2,4,1
2024-05-04,Dress,259,1055,20,9.045866845422648,175,4.335177366392282,54500,5,2,5,1
2024-05-04,T-Shirt,259,457,0,1.2271361126343778,386,3.8273113018282583,81537,5,2,5,1
2024-05-04,Sweater,133,532,30,1.005880516851696,738,4.400422190792056,78648,5,2,5,0
2024-05-04,Jacket,69,649,40,3.0885016573104043,580,4.331506211510518,56148,5,2,5,0
2024-05-04,Pants,66,1231,10,9.536526488963753,378,3.937191370240691,96911,5,2,5,0
2024-05-05,Dress,277,1284,20,6.309530945216279,328,4.199449119409728,76128,5,2,6,1
2024-05-05,T-Shirt,146,907,10,5.616299482972892,385,4.999336554875658,44519,5,2,6,0
2024-05-05,Sweater,143,930,20,1.274173176780641,760,3.568178750653694,98095,5,2,6,0
2024-05-05,Jacket,165,292,0,5.214971673404321,463,4.2519134669385945,52574,5,2,6,0
2024-05-05,Pants,177,1075,0,8.676837957975323,748,4.758770592470448,24456,5,2,6,0
2024-05-06,Dress,271,1271,0,4.024063530910979,239,4.586897430271444,94037,5,2,0,1
2024-05-06,T-Shirt,336,1363,30,4.417763706273857,331,3.7997619069229094,63226,5,2,0,1
2024-05-06,Sweater,188,764,20,6.863641149960031,580,3.855399987359973,80476,5,2,0,0
2024-05-06,Jacket,134,573,10,3.8624461529582685,592,4.740287841459129,75453,5,2,0,0
2024-05-06,Pants,164,288,0,3.9898501385258944,549,4.50180186005122,39642,5,2,0,0
2024-05-07,Dress,259,422,20,2.7307890643026473,127,4.772163852523445,81918,5,2,1,1
2024-05-07,T-Shirt,233,1391,0,3.5345443789506854,157,4.183428734655878,61889,5,2,1,1
2024-05-07,Sweater,81,1126,0,4.121973787279471,799,4.9851632691302985,92225,5,2,1,0
2024-05-07,Jacket,148,945,0,1.80090743370712,915,4.751857685383442,60755,5,2,1,0
2024-05-07,Pants,163,1049,30,2.483962989086246,466,3.744186483809344,8358,5,2,1,0
2024-05-08,Dress,261,898,0,9.219094123793107,678,3.8699879237081096,60805,5,2,2,1
2024-05-08,T-Shirt,319,1455,30,7.784812744389217,109,3.7657887515167867,74783,5,2,2,1
2024-05-08,Sweater,54,1368,10,9.47379619255997,212,3.510316943329474,66899,5,2,2,0
2024-05-08,Jacket,154,1455,10,8.705192491123691,533,4.843344272197758,25566,5,2,2,0
2024-05-08,Pants,161,278,0,7.5674071584768,998,4.013161431295391,34523,5,2,2,0
2024-05-09,Dress,330,595,40,5.7830942277037485,393,4.523229742342453,45953,5,2,3,1
2024-05-09,T-Shirt,290,1124,0,2.4796497617099087,988,4.085180352032509,40440,5,2,3,1
2024-05-09,Sweater,156,1285,30,7.597000965003609,190,4.897332371464222,18026,5,2,3,0
2024-05-09,Jacket,153,341,20,4.697713826564469,237,3.990192058786666,38776,5,2,3,0
2024-05-09,Pants,110,341,40,1.8886348619439928,792,4.1959725472503315,25922,5,2,3,0
2024-05-10,Dress,323,1370,0,9.06128166879435,613,4.608300015699549,19011,5,2,4,1
2024-05-10,T-Shirt,209,257,30,8.857979584878048,816,4.351961445974121,11078,5,2,4,1
2024-05-10,Sweater,174,881,10,8.142135890849215,714,4.954585449196966,93020,5,2,4,0
2024-05-10,Jacket,80,1006,30,5.712278366993076,377,3.8397824390541584,80886,5,2,4,0
2024-05-10,Pants,178,910,10,4.232878722844213,504,4.617769243054422,48618,5,2,4,0
2024-05-11,Dress,198,678,10,2.404322302059792,265,4.200039681326612,71125,5,2,5,0
2024-05-11,T-Shirt,169,515,40,6.188251938019786,608,4.0769166139681525,80504,5,2,5,0
2024-05-11,Sweater,109,155,40,9.40374480701323,916,4.131141802648889,27553,5,2,5,0
2024-05-11,Jacket,96,1178,10,4.669732945024591,809,4.4812402314291475,34425,5,2,5,0
2024-05-11,Pants,195,934,0,7.4327794879955125,112,3.835973818797622,34227,5,2,5,0
2024-05-12,Dress,262,168,20,1.3963634144961796,518,3.615204572471632,97050,5,2,6,1
2024-05-12,T-Shirt,376,271,30,8.332039042389903,416,4.157265074999533,55225,5,2,6,1
2024-05-12,Sweater,114,504,30,4.718552654869476,925,4.306674402112065,44791,5,2,6,0
2024-05-12,Jacket,117,957,20,1.262396674198801,289,3.734425564324664,96419,5,2,6,0
2024-05-12,Pants,145,386,10,6.0133646194753165,857,3.976542046320743,74390,5,2,6,0
2024-05-13,Dress,239,732,30,9.247784900788597,224,4.444730981652062,58218,5,2,0,1
2024-05-13,T-Shirt,232,1403,10,1.3874716244410172,984,4.142686855773193,93635,5,2,0,1
2024-05-13,Sweater,147,320,40,6.922494854750987,449,4.310444797685461,6657,5,2,0,0
2024-05-13,Jacket,157,1177,40,9.235546592655002,387,4.150655849027026,98966,5,2,0,0
2024-05-13,Pants,171,757,0,3.7762145334053563,311,3.822806719599789,77055,5,2,0,0
2024-05-14,Dress,314,984,10,1.057411390659316,500,4.545042667155123,26438,5,2,1,1
2024-05-14,T-Shirt,250,1128,40,8.714724913536298,603,4.708145064568969,45469,5,2,1,1
2024-05-14,Sweater,199,908,20,5.089628390319575,614,4.996434233377078,7123,5,2,1,1
2024-05-14,Jacket,136,1443,0,4.878855117287398,350,4.907794675209695,6814,5,2,1,0
2024-05-14,Pants,132,274,40,3.764947753191438,355,4.875413072301374,68768,5,2,1,0
2024-05-15,Dress,265,867,10,1.7571489603344457,413,4.010817253219845,11782,5,2,2,1
2024-05-15,T-Shirt,231,265,10,1.6912669696235314,558,3.5355616304667774,77084,5,2,2,1
2024-05-15,Sweater,184,652,0,3.083276923887683,675,3.916578631026266,52224,5,2,2,0
2024-05-15,Jacket,91,1127,20,1.3545265032353746,340,3.5145303241114516,66922,5,2,2,0
2024-05-15,Pants,139,805,0,8.086347623343457,530,3.8718100380926357,21459,5,2,2,0
2024-05-16,Dress,209,1148,10,1.5569713151242772,382,4.349107469672248,84943,5,2,3,1
2024-05-16,T-Shirt,198,724,30,4.835091141570077,865,3.745004972133586,51142,5,2,3,0
2024-05-16,Sweater,169,1130,40,1.8092462037373207,903,4.175087959139338,96996,5,2,3,0
2024-05-16,Jacket,125,1075,10,6.965166467887495,279,4.238803071071434,93860,5,2,3,0
2024-05-16,Pants,192,377,30,2.452306225495448,717,3.812882551611576,27692,5,2,3,0
2024-05-17,Dress,210,1161,40,2.343245227673265,937,4.019838139724821,8969,5,2,4,1
2024-05-17,T-Shirt,374,933,10,1.5101238894925186,967,4.377257947533323,39578,5,2,4,1
2024-05-17,Sweater,83,802,20,6.773540331306266,320,4.017226411619255,5691,5,2,4,0
2024-05-17,Jacket,160,1081,0,3.0699437856691647,649,3.860797377770223,93302,5,2,4,0
2024-05-17,Pants,128,590,30,7.057829178200953,487,3.65838731896496,33164,5,2,4,0
2024-05-18,Dress,363,787,20,4.2442705462739845,935,3.9059659129726487,44560,5,2,5,1
2024-05-18,T-Shirt,329,284,30,9.795519393098026,577,4.027707509615529,82986,5,2,5,1
2024-05-18,Sweater,134,1362,20,9.866570995816073,387,4.4290849540497526,6161,5,2,5,0
2024-05-18,Jacket,179,343,30,6.9882868757701395,963,4.775861792022674,94389,5,2,5,0
2024-05-18,Pants,156,1261,0,2.1625700071879934,440,4.669275052136095,49910,5,2,5,0
2024-05-19,Dress,190,756,0,9.009220387265762,447,3.7925134706579238,99171,5,2,6,0
2024-05-19,T-Shirt,305,1281,20,2.1335967674142244,395,3.639907170167255,78034,5,2,6,1
2024-05-19,Sweater,61,344,10,9.006189564974429,281,4.40472518018442,34327,5,2,6,0
2024-05-19,Jacket,179,1489,30,3.4833042494249216,892,3.527579213227396,75409,5,2,6,0
2024-05-19,Pants,91,957,0,6.627971529590085,460,4.478353029698662,56502,5,2,6,0
2024-05-20,Dress,207,617,10,1.4049713911188193,652,4.995363827884033,53287,5,2,0,1
2024-05-20,T-Shirt,283,161,0,5.188032405455375,300,4.43409842343925,74345,5,2,0,1
2024-05-20,Sweater,69,1212,30,7.99709920464147,534,4.322217804092033,68477,5,2,0,0
2024-05-20,Jacket,179,718,10,1.4537509624198828,623,4.388025264183594,37083,5,2,0,0
2024-05-20,Pants,174,1020,40,1.6245467731376504,945,4.759730528305233,64095,5,2,0,0
2024-05-21,Dress,304,1301,10,4.65931483623525,553,4.572078250253054,84267,5,2,1,1
2024-05-21,T-Shirt,228,788,40,9.102377000818633,828,3.961829573024374,32564,5,2,1,1
2024-05-21,Sweater,197,443,20,3.2827199996263445,976,3.907931839097298,10060,5,2,1,0
2024-05-21,Jacket,198,1277,20,6.341152444342514,817,4.593167081675971,63255,5,2,1,0
2024-05-21,Pants,130,1154,40,4.084578328851165,899,4.720151723486396,30256,5,2,1,0
2024-05-22,Dress,226,759,40,1.9309070337443504,471,4.467354357938534,61063,5,2,2,1
2024-05-22,T-Shirt,329,996,20,1.0002764696084419,386,3.9840898590899574,25955,5,2,2,1
2024-05-22,Sweater,132,1283,40,9.61868481645329,390,4.848181834606022,53924,5,2,2,0
2024-05-22,Jacket,119,986,30,3.0315495145521467,171,3.642447912842565,37467,5,2,2,0
2024-05-22,Pants,136,757,20,8.46750579689462,665,4.166155335359928,54052,5,2,2,0
2024-05-23,Dress,272,677,20,9.021863857242689,292,3.980040974843588,94524,5,2,3,1
2024-05-23,T-Shirt,240,855,40,8.736007572261432,107,3.972859151974176,7994,5,2,3,1
2024-05-23,Sweater,180,337,20,6.999553763914351,463,4.540133192084463,88564,5,2,3,0
2024-05-23,Jacket,69,1246,30,4.833439376202455,886,4.595373784294357,11828,5,2,3,0
2024-05-23,Pants,190,337,0,3.560872471092404,151,4.238081734073601,66269,5,2,3,0
2024-05-24,Dress,254,1373,10,5.712072215768702,726,4.217736605160784,61396,5,2,4,1
2024-05-24,T-Shirt,285,589,20,8.491754650692275,534,4.378381525808919,17254,5,2,4,1
2024-05-24,Sweater,60,815,10,8.380607518500845,905,4.284819582456312,47431,5,2,4,0
2024-05-24,Jacket,183,1091,30,3.769938147638342,319,4.846902940165606,84079,5,2,4,0
2024-05-24,Pants,121,201,20,9.169618898597614,423,3.7849042046863413,78369,5,2,4,0
2024-05-25,Dress,242,195,40,3.841958361245464,988,4.962769963963263,62724,5,2,5,1
2024-05-25,T-Shirt,300,265,30,4.563435035763549,404,4.514157538721528,84481,5,2,5,1
2024-05-25,Sweater,60,1388,40,2.084026059969089,639,4.369596749201288,62656,5,2,5,0
2024-05-25,Jacket,75,1070,40,4.0537474057861065,263,3.7490787822223046,41386,5,2,5,0
2024-05-25,Pants,79,497,0,1.9570356761340446,849,4.032092835095319,40932,5,2,5,0
2024-05-26,Dress,296,1096,10,6.525815106460544,280,4.163050131396686,46203,5,2,6,1
2024-05-26,T-Shirt,279,366,10,7.574432297340694,948,4.931848893288216,22576,5,2,6,1
2024-05-26,Sweater,123,799,0,6.416260605509025,480,3.666813121007328,27490,5,2,6,0
2024-05-26,Jacket,101,822,0,2.462841887218371,287,3.7439912226582277,96024,5,2,6,0
2024-05-26,Pants,181,576,10,2.9342487824804726,170,4.392844599079102,74922,5,2,6,0
2024-05-27,Dress,160,441,10,5.769733069192785,910,4.3487758404698695,66816,5,2,0,0
2024-05-27,T-Shirt,302,657,40,2.2912251131621804,658,4.804906749346534,35979,5,2,0,1
2024-05-27,Sweater,66,453,10,5.229238348302358,588,4.742658006408487,78373,5,2,0,0
2024-05-27,Jacket,71,1376,10,6.67083814175497,321,4.039691140317949,5692,5,2,0,0
2024-05-27,Pants,50,532,10,9.889745851892696,189,3.7657302848339382,91597,5,2,0,0
2024-05-28,Dress,244,747,20,5.646549692779066,706,4.9934567503922125,45696,5,2,1,1
2024-05-28,T-Shirt,235,1402,30,9.55479538858968,254,4.012770928247138,22653,5,2,1,1
2024-05-28,Sweater,198,993,40,3.5230127729627125,801,4.027313390074547,27195,5,2,1,0
2024-05-28,Jacket,166,321,10,6.395150256928449,782,4.188997161200814,96321,5,2,1,0
2024-05-28,Pants,157,527,20,8.437067298551682,821,3.896707725000786,34793,5,2,1,0
2024-05-29,Dress,309,171,10,8.433390776950146,233,4.1991744389877335,60798,5,2,2,1
2024-05-29,T-Shirt,268,293,30,4.73612445581249,278,4.438476184140915,62608,5,2,2,1
2024-05-29,Sweater,199,565,40,6.439233877432939,653,3.9250461033366775,82242,5,2,2,1
2024-05-29,Jacket,123,1424,10,1.7209515394864203,222,3.74505013759763,51418,5,2,2,0
2024-05-29,Pants,59,497,40,4.480363513395801,617,4.077653904234545,41133,5,2,2,0
2024-05-30,Dress,298,1320,20,4.445056903627365,221,3.7179900386307563,92939,5,2,3,1
2024-05-30,T-Shirt,280,706,40,9.95123790131734,108,4.33681051349011,61652,5,2,3,1
2024-05-30,Sweater,120,164,10,2.66749165300186,507,4.287349980088758,96563,5,2,3,0
2024-05-30,Jacket,50,415,20,6.302931529130699,811,3.9449187232356397,41824,5,2,3,0
2024-05-30,Pants,99,161,0,2.142499723794754,765,4.6351371353703925,74453,5,2,3,0
2024-05-31,Dress,272,320,40,9.540826003423012,629,4.892077625343273,70066,5,2,4,1
2024-05-31,T-Shirt,234,807,20,1.0376869926516208,540,3.5831238326633668,6079,5,2,4,1
2024-05-31,Sweater,160,286,30,6.21657187505323,167,3.7656233830959347,26473,5,2,4,0
2024-05-31,Jacket,116,1071,40,3.1323159450705114,636,3.5764623155336634,30425,5,2,4,0
2024-05-31,Pants,160,999,10,6.289273164587914,912,4.212634809300152,47814,5,2,4,0
2024-06-01,Dress,281,1287,0,6.827121466709913,246,4.988771930242957,43196,6,2,5,1
2024-06-01,T-Shirt,168,523,40,3.0219165787758997,332,4.446076166737894,48894,6,2,5,0
2024-06-01,Sweater,68,225,30,4.780099038660966,798,4.058180322862548,18851,6,2,5,0
2024-06-01,Jacket,172,841,40,2.6310300494473857,136,4.5380758295596175,18921,6,2,5,0
2024-06-01,Pants,176,1341,40,6.567492601845451,409,3.5887656077953127,93603,6,2,5,0
2024-06-02,Dress,246,385,40,4.90646958472861,184,4.9872991637410795,15304,6,2,6,1
2024-06-02,T-Shirt,285,776,20,7.306529691558374,451,4.03671687400339,5490,6,2,6,1
2024-06-02,Sweater,195,1398,40,5.2456585376659515,958,4.355430408097086,8159,6,2,6,0
2024-06-02,Jacket,164,1476,20,4.193486699888464,149,3.564972909881468,34320,6,2,6,0
2024-06-02,Pants,158,682,10,5.618575740538323,912,4.232266512966221,19678,6,2,6,0
2024-06-03,Dress,368,177,0,2.644760493886923,157,3.509696536684566,56448,6,2,0,1
2024-06-03,T-Shirt,172,1248,10,9.473268137554589,602,4.36077589696254,88168,6,2,0,0
2024-06-03,Sweater,68,295,0,4.2548238535694,443,4.282065532210612,27499,6,2,0,0
2024-06-03,Jacket,175,640,10,9.015926099156582,837,4.440452651793075,68382,6,2,0,0
2024-06-03,Pants,74,677,20,3.3016933139347033,141,3.7711777258435695,88791,6,2,0,0
2024-06-04,Dress,287,494,40,6.3464451901013,120,4.1397496208627915,19175,6,2,1,1
2024-06-04,T-Shirt,281,700,10,7.954038893153499,855,4.368466469831218,97759,6,2,1,1
2024-06-04,Sweater,174,628,30,6.8444093821296015,620,3.963203413024423,76833,6,2,1,0
2024-06-04,Jacket,181,1382,20,6.016644678827685,168,4.187777843280523,71323,6,2,1,0
2024-06-04,Pants,128,772,10,8.34471138109016,871,4.995424126117505,20689,6,2,1,0
2024-06-05,Dress,231,216,0,2.238667609585252,366,3.830976589432623,16772,6,2,2,1
2024-06-05,T-Shirt,183,1337,40,7.074038827487393,173,4.867588815369164,29648,6,2,2,0
2024-06-05,Sweater,101,348,10,7.124315162719366,671,3.814535416145301,64199,6,2,2,0
2024-06-05,Jacket,134,1324,40,3.7304698926621986,278,4.829432324683577,22118,6,2,2,0
2024-06-05,Pants,138,948,10,3.957023348972186,282,3.696075985384636,77833,6,2,2,0
2024-06-06,Dress,233,1279,20,3.8097076291221645,693,3.8098715243326713,20187,6,2,3,1
2024-06-06,T-Shirt,280,1105,20,5.710664665607247,417,4.675080829993758,56415,6,2,3,1
2024-06-06,Sweater,154,473,0,3.913577430493813,646,4.769186315795348,61240,6,2,3,0
2024-06-06,Jacket,151,616,0,1.561881945500023,210,3.9011229177081614,59962,6,2,3,0
2024-06-06,Pants,121,744,10,5.913311799781,272,4.788047181866861,86417,6,2,3,0
2024-06-07,Dress,198,667,10,9.505216581225119,384,3.9922401085304116,6462,6,2,4,0
2024-06-07,T-Shirt,255,1325,20,5.595133678556532,214,3.9590707493431574,18386,6,2,4,1
2024-06-07,Sweater,127,1096,10,1.7582983967617416,665,4.4934706080960805,9922,6,2,4,0
2024-06-07,Jacket,121,328,30,3.6049680547138743,825,4.787759681827332,20240,6,2,4,0
2024-06-07,Pants,158,818,30,6.624817735384317,486,3.7532876950555925,71151,6,2,4,0
2024-06-08,Dress,162,150,20,2.959412616803364,271,3.791802549752726,75474,6,2,5,0
2024-06-08,T-Shirt,203,839,30,6.200451743602922,798,4.406469473360479,98922,6,2,5,1
2024-06-08,Sweater,182,373,20,7.384499396419476,545,4.103335602270668,45205,6,2,5,0
2024-06-08,Jacket,161,1426,40,4.266845563634845,884,3.9563627957407936,52766,6,2,5,0
2024-06-08,Pants,131,1223,10,1.4247703152764108,681,4.024694092711388,42425,6,2,5,0
2024-06-09,Dress,172,536,40,3.6844520881071046,587,4.089682697310619,15143,6,2,6,0
2024-06-09,T-Shirt,257,1174,10,4.32222574428284,335,4.291345473499129,28649,6,2,6,1
2024-06-09,Sweater,131,651,40,1.2994117405242258,803,4.2616367572828535,26029,6,2,6,0
2024-06-09,Jacket,63,541,20,3.2497560178194673,308,4.176899921109672,20960,6,2,6,0
2024-06-09,Pants,105,1267,40,5.21182416230239,544,4.677595881569647,19626,6,2,6,0
2024-06-10,Dress,194,783,0,2.236255713718068,947,3.884970810779144,41993,6,2,0,0
2024-06-10,T-Shirt,345,1011,0,9.961610068461907,424,3.889404925562718,72087,6,2,0,1
2024-06-10,Sweater,100,1338,0,4.768256289949158,796,3.6581079289342506,94962,6,2,0,0
2024-06-10,Jacket,149,981,10,2.5103313608142575,521,4.599288780997746,14824,6,2,0,0
2024-06-10,Pants,67,476,0,3.086571625432538,612,3.6787110079940724,16523,6,2,0,0
2024-06-11,Dress,335,1456,20,7.69625722312909,260,4.578077169893303,38896,6,2,1,1
2024-06-11,T-Shirt,260,951,10,2.70887796186328,155,4.436995961425575,82239,6,2,1,1
2024-06-11,Sweater,67,843,40,7.651822797936577,270,4.513380160351158,62769,6,2,1,0
2024-06-11,Jacket,128,807,20,1.2855024263442805,965,4.191100400362511,47818,6,2,1,0
2024-06-11,Pants,120,397,10,9.882063508494678,395,3.919167960978354,21576,6,2,1,0
2024-06-12,Dress,245,201,10,1.8763020441209899,573,4.01836937880622,67894,6,2,2,1
2024-06-12,T-Shirt,246,840,30,8.447713245584353,939,3.961728725039179,70776,6,2,2,1
2024-06-12,Sweater,162,685,20,4.853396557271079,796,3.9370416092566165,30186,6,2,2,0
2024-06-12,Jacket,111,435,40,8.883144324999051,311,4.711798468525972,63866,6,2,2,0
2024-06-12,Pants,91,759,0,9.580625914438855,211,4.563348669159974,46081,6,2,2,0
2024-06-13,Dress,183,547,0,8.598833777371443,539,3.683746792948984,86463,6,2,3,0
2024-06-13,T-Shirt,266,718,30,1.1868222891156779,213,3.7851931494780584,65892,6,2,3,1
2024-06-13,Sweater,114,328,0,3.2226505029270327,627,3.7532150086768463,5060,6,2,3,0
2024-06-13,Jacket,103,687,30,7.924983214794011,685,4.253698474644148,37016,6,2,3,0
2024-06-13,Pants,170,684,30,6.453335758728226,207,3.933452787381588,44725,6,2,3,0
2024-06-14,Dress,222,476,20,7.308418285161993,533,3.965462723156821,85356,6,2,4,1
2024-06-14,T-Shirt,338,1323,0,6.8098092076947,537,3.67733361810869,40897,6,2,4,1
2024-06-14,Sweater,195,1051,40,2.6736535680167592,634,3.910982149204958,99598,6,2,4,0
2024-06-14,Jacket,128,1217,20,4.1709434882728535,647,3.7686424089922723,30279,6,2,4,0
2024-06-14,Pants,118,1303,10,1.9781428543722286,698,4.4303620314033685,90711,6,2,4,0
2024-06-15,Dress,235,1327,20,6.649019894429278,954,4.449894802414116,68656,6,2,5,1
2024-06-15,T-Shirt,202,1487,10,9.316656899611148,716,4.002183562836018,60565,6,2,5,1
2024-06-15,Sweater,55,1276,10,2.336561034793127,325,4.533215755384981,60421,6,2,5,0
2024-06-15,Jacket,146,223,20,3.137349746524456,781,4.346593070508485,21075,6,2,5,0
2024-06-15,Pants,105,869,0,5.7347426657566265,673,4.735996477819968,76376,6,2,5,0
2024-06-16,Dress,251,647,10,2.621427829593573,391,4.27594022322838,97172,6,2,6,1
2024-06-16,T-Shirt,232,1388,30,1.2281374383754464,546,4.3636787941616175,77394,6,2,6,1
2024-06-16,Sweater,123,686,40,4.243546360487001,216,4.08021086307782,66868,6,2,6,0
2024-06-16,Jacket,137,515,0,1.8078355050414143,328,4.77338580421411,22272,6,2,6,0
2024-06-16,Pants,111,1133,0,4.085550683249057,372,3.74254182991098,56567,6,2,6,0
2024-06-17,Dress,262,1103,20,3.16197489887547,794,3.9235518785639845,95697,6,2,0,1
2024-06-17,T-Shirt,254,423,10,2.4960642584649286,200,4.399059489307979,6552,6,2,0,1
2024-06-17,Sweater,122,1187,0,2.034157090257193,231,4.928093669958504,59675,6,2,0,0
2024-06-17,Jacket,169,708,20,1.4906073469404366,304,3.8855940382838132,45718,6,2,0,0
2024-06-17,Pants,68,1007,30,5.3864599750483855,253,4.0131989001678425,17379,6,2,0,0
2024-06-18,Dress,306,1304,10,9.254985326423766,886,4.353433224922776,52691,6,2,1,1
2024-06-18,T-Shirt,194,1222,10,4.269298165082292,407,4.686926438745026,25085,6,2,1,0
2024-06-18,Sweater,56,1219,30,8.245875808370215,288,4.617237613294869,14344,6,2,1,0
2024-06-18,Jacket,98,1439,10,6.2507936711659156,586,4.0354736442029955,43799,6,2,1,0
2024-06-18,Pants,197,1244,0,2.972134582037208,765,3.806096582819901,50254,6,2,1,0
2024-06-19,Dress,199,873,20,9.70544071333268,864,4.093666519490646,54549,6,2,2,1
2024-06-19,T-Shirt,266,1313,10,5.725444062208462,880,4.427436198132182,40709,6,2,2,1
2024-06-19,Sweater,147,897,10,5.598736687405559,915,3.5014151229014465,88521,6,2,2,0
2024-06-19,Jacket,136,1252,40,6.969796385536018,353,3.707552301332285,44041,6,2,2,0
2024-06-19,Pants,133,1449,20,9.448431718366315,282,4.596875884021062,12489,6,2,2,0
2024-06-20,Dress,306,933,20,4.074770014215416,608,4.273514826615609,6996,6,2,3,1
2024-06-20,T-Shirt,250,1191,30,8.578961762351604,345,4.395968567496068,90042,6,2,3,1
2024-06-20,Sweater,120,629,20,4.060039474539029,254,4.777108621837211,27884,6,2,3,0
2024-06-20,Jacket,97,796,20,7.123459723862699,242,4.1455197985583006,17665,6,2,3,0
2024-06-20,Pants,118,684,40,5.818129912554911,370,3.710820691993314,27469,6,2,3,0
2024-06-21,Dress,171,554,40,8.52877801684813,521,4.7869023709959935,24324,6,2,4,0
2024-06-21,T-Shirt,177,1187,10,9.37148682576295,463,3.6390722162154048,8240,6,2,4,0
2024-06-21,Sweater,59,783,0,2.0917269820498072,834,4.298706361825846,35825,6,2,4,0
2024-06-21,Jacket,134,363,0,9.728369781704062,296,3.686161051570666,73619,6,2,4,0
2024-06-21,Pants,130,479,10,2.6540619859711105,736,4.50002847783877,69952,6,2,4,0
2024-06-22,Dress,267,990,10,5.75790943590348,750,3.704555491201349,71275,6,2,5,1
2024-06-22,T-Shirt,223,361,30,1.7646966090051976,559,4.260028686281004,63095,6,2,5,1
2024-06-22,Sweater,135,385,10,1.6274748325035653,119,4.883967709405358,99342,6,2,5,0
2024-06-22,Jacket,186,1302,10,7.634191725609751,345,4.793734432847451,82909,6,2,5,0
2024-06-22,Pants,93,527,0,6.61167275656739,393,4.227526981286061,68753,6,2,5,0
2024-06-23,Dress,320,1421,40,3.5321555966845746,138,4.2252471276602055,53570,6,2,6,1
2024-06-23,T-Shirt,202,881,0,5.111360241005217,915,3.671355707887094,59857,6,2,6,1
2024-06-23,Sweater,159,1166,30,4.401946347635378,845,4.365211879457384,42706,6,2,6,0
2024-06-23,Jacket,72,887,0,1.4746955694599566,993,4.074324720926275,92838,6,2,6,0
2024-06-23,Pants,113,604,0,8.595941247478223,629,3.6508440981251664,56428,6,2,6,0
2024-06-24,Dress,247,584,10,4.115771980122949,501,3.9986400382615477,56287,6,2,0,1
2024-06-24,T-Shirt,230,458,10,4.638174778963353,276,4.949411446622278,57409,6,2,0,1
2024-06-24,Sweater,62,1215,20,7.166570619500025,961,4.223026009665399,51330,6,2,0,0
2024-06-24,Jacket,103,982,30,9.321776120157729,920,3.6699494065974014,35225,6,2,0,0
2024-06-24,Pants,106,261,40,2.4813934632961727,281,3.874616268844033,64164,6,2,0,0
2024-06-25,Dress,221,765,20,1.921303761248884,354,3.6493695703100433,32594,6,2,1,1
